"band","avg_valence","avg_energy","avg_tempo","avg_danceability","avg_loudness","avg_duration_sec"
"Coldplay",0.233401724137931,0.622546982758621,122.630185344828,0.388537068965517,-8.71635775862069,NA
"Metallica",0.338779972752044,0.844204291553133,122.039395095368,0.343828678474114,-8.53026498637602,333.638707084469
